,primaryTitle,HoursViewed,Runtime,Views,startYear,genres
1039,Ivy + Bean,2800000,0:57,2900000,2022,"Action,Comedy,Family"
1064,Animal,9300000,3:21,2800000,2023,"Action,Crime,Drama"
1067,Ghost,6000000,2:07,2800000,1990,"Drama,Fantasy,Romance"
1081,The Accountant,5900000,2:08,2800000,2016,"Action,Crime,Drama"
1082,The Beautiful Game,5900000,2:06,2800000,2024,"Drama,Sport"
1077,Poison Sangga: The Homewrecker's Curse,5500000,1:58,2800000,2024,"Horror,Thriller"
1079,Rogue City,5500000,1:56,2800000,2020,"Action,Crime,Drama"
1070,In the Shadow of the Moon,5400000,1:56,2800000,2019,"Action,Crime,Mystery"
1069,Home Sweet Loan,5300000,1:52,2800000,2024,"Drama,Family"
1076,No Pressure,5300000,1:53,2800000,2024,"Comedy,Romance"
1066,Father Figures,5200000,1:53,2800000,2017,"Comedy,Drama"
1075,My Future You,5200000,1:50,2800000,2024,"Comedy,Drama,Fantasy"
1080,Sand Castle,5200000,1:53,2800000,2017,"Action,Drama,War"
1084,The Interview,5200000,1:52,2800000,2014,"Action,Adventure,Comedy"
1086,The Long Game,5200000,1:52,2800000,2023,"Drama,History,Sport"
1063,A True Gentleman,5100000,1:51,2800000,2024,"Drama,Romance"
1083,The Dirt,5000000,1:48,2800000,2019,"Biography,Comedy,Drama"
1085,The Last Airbender,4900000,1:44,2800000,2010,"Action,Adventure,Family"
1087,The Storied Life of A.J. Fikry,4900000,1:45,2800000,2022,"Comedy,Drama"
1068,Girl in the Picture,4800000,1:43,2800000,2022,"Crime,Documentary,Mystery"
1073,Little Fockers,4700000,1:39,2800000,2010,"Comedy,Romance"
1065,Awake,4600000,1:37,2800000,2021,"Action,Adventure,Drama"
1072,Les Segpa,4600000,1:39,2800000,2022,Comedy
1062,A Second Chance: Rivals!,4200000,1:29,2800000,2019,"Drama,Family,Sport"
1074,Love is in the Air,4100000,1:29,2800000,2013,"Comedy,Romance"
1071,Jules,4000000,1:27,2800000,2023,"Comedy,Drama,Sci-Fi"
1078,Problem Child,3800000,1:21,2800000,1990,"Comedy,Family"
1096,Heat,7600000,2:50,2700000,1995,"Action,Crime,Drama"
1107,Thangalaan,6600000,2:29,2700000,2024,"Action,Adventure,Drama"
1116,Vicky Vidya Ka Woh Wala Video,6500000,2:22,2700000,2024,Comedy
1099,Maharaj,5800000,2:11,2700000,2024,"Biography,Crime,Drama"
1110,The First Slam Dunk,5600000,2:04,2700000,2022,"Animation,Comedy,Drama"
1090,Crew,5400000,2:01,2700000,2024,"Comedy,Drama"
1097,John Wick: Chapter 2,5400000,2:02,2700000,2017,"Action,Crime,Thriller"
1092,Escape Plan,5300000,1:56,2700000,2013,"Action,Thriller"
1106,Smile,5300000,1:56,2700000,2022,"Horror,Mystery,Thriller"
1089,Assassin's Creed,5200000,1:55,2700000,2016,"Action,Adventure,Sci-Fi"
1118,"Welcome Home, Roscoe Jenkins",5100000,1:54,2700000,2008,"Comedy,Romance"
1091,Detective Conan: The Million-Dollar Pentagram,5000000,1:50,2700000,2024,"Animation,Mystery,Romance"
1103,Rez Ball,5000000,1:53,2700000,2024,"Drama,Sport"
1100,My Hero Academia: You're Next,4900000,1:50,2700000,2024,"Action,Adventure,Animation"
1109,The Deep End of the Ocean,4900000,1:49,2700000,1999,Drama
1095,Happy Feet,4800000,1:48,2700000,2006,"Adventure,Animation,Comedy"
1120,When the Bough Breaks,4800000,1:47,2700000,2016,"Drama,Thriller"
1113,Trollhunters: Rise of the Titans,4700000,1:46,2700000,2021,"Action,Adventure,Animation"
1098,Larissa: The Other Side of Anitta,4500000,1:40,2700000,2025,"Biography,Documentary,Music"
1101,O Amor Dá Trabalho,4500000,1:41,2700000,2019,"Comedy,Fantasy"
1115,Unforgettable,4500000,1:40,2700000,2017,"Drama,Thriller"
1088,Annabelle,4400000,1:39,2700000,2014,"Horror,Mystery,Thriller"
1111,The Nun,4400000,1:37,2700000,2018,"Horror,Mystery,Thriller"
1117,Wedding Season,4400000,1:39,2700000,2022,"Comedy,Romance"
32,Takintilar,4300000,1:37,2700000,2024,Comedy
1105,See You on Venus,4300000,1:35,2700000,2023,"Drama,Romance"
1108,That's Amor,4300000,1:36,2700000,2022,"Comedy,Romance"
1112,Tout le bleu du ciel,4300000,1:37,2700000,2025,Drama
1114,Underworld: Blood Wars,4200000,1:32,2700000,2016,"Action,Crime,Drama"
33,Espantaho,4100000,1:30,2700000,2024,Horror
1119,When in Rome,4100000,1:31,2700000,2010,"Comedy,Romance"
1121,Zombieland,4000000,1:28,2700000,2009,"Action,Comedy,Horror"
1093,Grave of the Fireflies,3900000,1:28,2700000,1988,"Animation,Drama,War"
31,Haikyu!! The Dumpster Battle,3800000,1:24,2700000,2024,"Animation,Comedy,Drama"
1142,The Godfather,7700000,2:58,2600000,1972,"Crime,Drama"
1132,John Wick: Chapter 3 - Parabellum,5700000,2:11,2600000,2019,"Action,Crime,Drama"
1143,The Mauritanian,5600000,2:09,2600000,2021,"Biography,Drama,Thriller"
1129,Golden Kamuy,5500000,2:09,2600000,2024,"Action,Adventure,Drama"
1138,Rogue Agent,5000000,1:56,2600000,2022,"Action,Adventure,Drama"
1137,RED,4900000,1:51,2600000,2010,"Action,Comedy,Crime"
1147,Wonder,4900000,1:53,2600000,2017,"Drama,Family"
1123,Afterlife of the Party,4800000,1:50,2600000,2021,"Comedy,Drama,Fantasy"
1127,Dumplin',4700000,1:50,2600000,2018,"Comedy,Drama"
1140,Stolen,4700000,1:47,2600000,2024,"Drama,Thriller"
1131,In the Tall Grass,4500000,1:42,2600000,2019,"Horror,Mystery,Sci-Fi"
1141,Thaghut,4500000,1:43,2600000,2024,Horror
1134,Monster Hunter,4400000,1:43,2600000,2020,"Action,Adventure,Fantasy"
1136,Nobody Sleeps in the Woods Tonight,4400000,1:43,2600000,2020,"Fantasy,Horror,Mystery"
1144,The Princess Switch,4400000,1:42,2600000,2018,"Comedy,Drama,Family"
1122,After Earth,4300000,1:40,2600000,2013,"Action,Adventure,Drama"
1,Truth or Dare,4300000,1:41,2600000,2018,"Horror,Mystery,Thriller"
1126,Chupa,4300000,1:39,2600000,2023,"Action,Adventure,Drama"
1130,Haunting of Mount Gede,4300000,1:38,2600000,2025,"Adventure,Horror"
1135,Mr. Deeds,4200000,1:37,2600000,2002,"Comedy,Romance"
1133,Late Night with the Devil,4100000,1:33,2600000,2023,Horror
1145,There's Someone Inside Your House,4100000,1:36,2600000,2021,"Horror,Mystery,Thriller"
1124,Anaconda,3900000,1:29,2600000,1997,"Action,Adventure,Horror"
1128,Gnome Alone,3700000,1:26,2600000,2017,"Adventure,Animation,Comedy"
1146,'Twas the Text Before Christmas,3600000,1:24,2600000,2023,"Comedy,Romance"
1148,Wrong Turn,3600000,1:24,2600000,2003,"Horror,Thriller"
1139,Princesa Adormecida,3500000,1:21,2600000,2024,"Drama,Family,Fantasy"
1125,Barbie and Teresa: Recipe for Friendship,2600000,1:01,2600000,2025,Animation
1164,Khel Khel Mein,5400000,2:12,2500000,2024,"Comedy,Drama"
1176,Spider-Man 2,5300000,2:08,2500000,2004,"Action,Adventure,Sci-Fi"
1163,Justice League,5000000,2:00,2500000,2017,"Action,Adventure,Fantasy"
1165,Kong: Skull Island,5000000,1:58,2500000,2017,"Action,Adventure,Fantasy"
1171,Perusu,5000000,2:00,2500000,2025,Comedy
1181,The Week Of,4900000,1:57,2500000,2018,Comedy
1170,Peninsula,4800000,1:56,2500000,2020,"Action,Drama,Horror"
1175,Shooting Stars,4800000,1:56,2500000,2023,"Drama,Sport"
1158,Fair Play,4700000,1:55,2500000,2023,"Drama,Thriller"
1169,Love & Gelato,4700000,1:52,2500000,2022,"Comedy,Drama,Romance"
1179,The Conjuring,4700000,1:52,2500000,2013,"Horror,Mystery,Thriller"
1159,Family Camp,4600000,1:51,2500000,2022,"Comedy,Family"
1167,Lakeview Terrace,4600000,1:51,2500000,2008,"Crime,Drama,Thriller"
1177,Spy x Family Code: White,4600000,1:50,2500000,2023,"Action,Animation,Comedy"
1149,After,4400000,1:46,2500000,2019,"Drama,Romance"
1150,Against the Ice,4400000,1:44,2500000,2022,"Adventure,Drama,History"
1154,Breaking,4300000,1:43,2500000,2022,"Crime,Drama,Thriller"
1156,Code 8,4200000,1:39,2500000,2019,"Action,Crime,Drama"
1172,Rambo III,4200000,1:41,2500000,1988,"Action,Adventure,Thriller"
1155,Clueless,4100000,1:38,2500000,1995,"Comedy,Romance"
1168,Huevos: Little Rooster's Egg-cellent Adventure,4100000,1:37,2500000,2015,"Adventure,Animation,Comedy"
1178,The Addams Family,4100000,1:40,2500000,1991,"Comedy,Fantasy"
1162,Hostel: Part II,4000000,1:35,2500000,2007,Horror
1160,Father of the Year,3900000,1:35,2500000,2018,Comedy
1180,The Takeover,3700000,1:28,2500000,2022,"Action,Crime,Thriller"
1173,Red Eye,3600000,1:26,2500000,2005,Thriller
1157,Deuce Bigalow: European Gigolo,3500000,1:23,2500000,2005,Comedy
1152,Antz,3400000,1:23,2500000,1998,"Adventure,Animation,Comedy"
1153,Blackout,3400000,1:22,2500000,2022,"Action,Crime,Thriller"
1161,Hack Your Health: The Secrets of Your Gut,3300000,1:20,2500000,2024,Documentary
1174,Secrets of the Neanderthals,3300000,1:20,2500000,2024,Documentary
1166,The Legend of La Llorona,3100000,1:15,2500000,2011,"Adventure,Animation,Family"
1193,Free State of Jones,5500000,2:19,2400000,2016,"Action,Biography,Drama"
1211,Public Enemies,5500000,2:20,2400000,2009,"Biography,Crime,Drama"
1214,Spider-Man: Homecoming,5400000,2:14,2400000,2017,"Action,Adventure,Sci-Fi"
1215,The Ballad of Buster Scruggs,5400000,2:13,2400000,2018,"Comedy,Drama,Musical"
1217,The Conjuring 2,5400000,2:14,2400000,2016,"Horror,Mystery,Thriller"
1212,Queen & Slim,5200000,2:12,2400000,2019,"Crime,Drama,Romance"
1186,Black Mass,5000000,2:03,2400000,2015,"Biography,Crime,Drama"
1207,Operation Finale,5000000,2:04,2400000,2018,"Biography,Drama,History"
1219,The Mummy,5000000,2:05,2400000,1999,"Action,Adventure,Fantasy"
1184,Black Adam,4900000,2:05,2400000,2022,"Action,Adventure,Fantasy"
1188,Cold Pursuit,4800000,1:58,2400000,2019,"Action,Comedy,Crime"
1204,Lion,4700000,1:59,2400000,2016,"Biography,Drama"
1209,Passengers,4700000,1:56,2400000,2016,"Drama,Romance,Sci-Fi"
1185,Black Clover: Sword of the Wizard King,4600000,1:53,2400000,2023,"Action,Adventure,Animation"
1189,Dallas Buyers Club,4600000,1:57,2400000,2013,"Biography,Drama"
1197,How to Be Single,4400000,1:50,2400000,2016,"Comedy,Drama,Romance"
1220,The Other Guys,4400000,1:48,2400000,2010,"Action,Comedy,Crime"
1191,Fast & Furious,4300000,1:47,2400000,2009,"Action,Thriller"
1202,Lim Young Woong: Im Hero the Stadium,4300000,1:49,2400000,2024,\N
34,The Firefighters,4200000,1:46,2400000,2024,"Action,Drama"
1196,Holidate,4200000,1:45,2400000,2020,"Comedy,Romance"
1200,Kiki's Delivery Service,4100000,1:44,2400000,1989,"Animation,Family,Fantasy"
1201,Kin,4100000,1:43,2400000,2018,"Action,Drama,Sci-Fi"
1205,Message from the King,4100000,1:43,2400000,2016,"Action,Crime,Drama"
1208,Otherhood,4100000,1:41,2400000,2019,Comedy
1218,The Main Event,4100000,1:43,2400000,2020,"Action,Comedy,Family"
1222,The Starling,4100000,1:44,2400000,2021,"Comedy,Drama"
1182,Art of Love,4000000,1:39,2400000,2024,"Drama,Romance"
1216,The Cloverfield Paradox,4000000,1:42,2400000,2018,"Horror,Sci-Fi,Thriller"
1194,Papi Sitter,3900000,1:37,2400000,2020,"Comedy,Drama"
1195,Happiness Is,3900000,1:36,2400000,2024,"Comedy,Drama,Romance"
1198,I Am the End of the World,3900000,1:36,2400000,2025,Comedy
1206,Nanny McPhee,3900000,1:39,2400000,2005,"Comedy,Family,Fantasy"
1190,Faithfully Yours,3800000,1:35,2400000,2022,"Crime,Mystery,Thriller"
1224,Unfrosted,3800000,1:36,2400000,2024,"Biography,Comedy,History"
1225,Uninvited,3800000,1:34,2400000,2024,"Action,Crime,Drama"
1213,Sister Death,3700000,1:31,2400000,2023,"Horror,Mystery"
1203,Last Call for Istanbul,3600000,1:31,2400000,2023,"Drama,Romance"
1187,Cleveland Abduction,3500000,1:28,2400000,2015,"Biography,Crime,Drama"
1210,Prey,3500000,1:27,2400000,2021,"Adventure,Drama,Thriller"
1221,The Possession of Hannah Grace,3500000,1:26,2400000,2018,"Horror,Mystery,Thriller"
1223,The Waiter,3500000,1:27,2400000,2021,Comedy
1183,Baki Hanma VS Kengan Ashura,2500000,1:03,2400000,2024,"Action,Animation,Drama"
1199,Ivy + Bean: The Ghost That Had to Go,2400000,1:01,2400000,2022,"Comedy,Family"
35,The Greatest of All Time,7000000,3:01,2300000,2024,"Action,Thriller"
1263,The Wolf of Wall Street,6900000,3:00,2300000,2013,"Biography,Comedy,Crime"
1261,The Patriot,6200000,2:45,2300000,2000,"Action,Drama,War"
1244,Laila Majnu,5200000,2:17,2300000,2018,"Drama,Romance"
1230,Blue Beetle,4800000,2:07,2300000,2023,"Action,Adventure,Sci-Fi"
1240,Hidden Figures,4800000,2:07,2300000,2016,"Biography,Drama,History"
1243,Lady Chatterley's Lover,4800000,2:08,2300000,2022,"Drama,Romance"
1232,Bridget Jones's Baby,4700000,2:03,2300000,2016,"Comedy,Drama,Romance"
1266,Veere Di Wedding,4700000,2:01,2300000,2018,Comedy
1235,Do Revenge,4600000,2:01,2300000,2022,"Comedy,Drama,Romance"
1246,Love in the Big City,4600000,1:58,2300000,2024,"Comedy,Drama,Romance"
1227,A Thousand and One,4500000,1:57,2300000,2023,"Crime,Drama"
1233,Collateral,4500000,2:00,2300000,2004,"Action,Crime,Drama"
1248,Memory,4400000,1:54,2300000,2022,"Action,Crime,Thriller"
1260,The Nice Guys,4400000,1:56,2300000,2016,"Action,Comedy,Crime"
1229,Black Sea,4300000,1:54,2300000,2014,"Adventure,Drama,Thriller"
1265,Under Suspicion,4300000,1:51,2300000,2000,"Crime,Drama,Thriller"
1262,The Perfect Family,4200000,1:50,2300000,2021,Comedy
1231,Bob Marley: One Love,4100000,1:47,2300000,2024,"Biography,Drama,Music"
1241,I Am All Girls,4100000,1:47,2300000,2021,"Crime,Drama,Mystery"
1250,Obsessed,4100000,1:49,2300000,2009,"Drama,Romance,Thriller"
1253,Sampung Utos Kay Josh,4100000,1:47,2300000,2025,"Comedy,Drama,Horror"
1228,Bank of Dave 2: The Loan Ranger,4000000,1:44,2300000,2025,"Biography,Comedy,Drama"
1239,Goosebumps,4000000,1:44,2300000,2015,"Adventure,Comedy,Fantasy"
1251,Paddington 2,4000000,1:43,2300000,2017,"Adventure,Comedy,Family"
1226,A Beautiful Life,3900000,1:40,2300000,2023,"Drama,Music,Romance"
1264,The Woman in the Window,3900000,1:42,2300000,2021,"Crime,Drama,Mystery"
1242,Klaus,3700000,1:38,2300000,2019,"Adventure,Animation,Comedy"
1247,"Love, Divided",3700000,1:38,2300000,2024,"Comedy,Romance"
1257,The Blackening,3700000,1:37,2300000,2022,"Comedy,Horror,Mystery"
1245,Last Seen Alive,3600000,1:35,2300000,2022,"Action,Crime,Drama"
1249,Mother's Day,3600000,1:35,2300000,2023,"Action,Drama,Thriller"
1252,Peter Rabbit 2: The Runaway,3600000,1:34,2300000,2021,"Adventure,Animation,Comedy"
1254,Sleepless,3600000,1:35,2300000,2017,"Action,Crime,Thriller"
1255,Smokey and the Bandit,3600000,1:36,2300000,1977,"Action,Adventure,Comedy"
1258,The Curse of Bridge Hollow,3600000,1:32,2300000,2022,"Adventure,Comedy,Family"
1259,The Grudge,3600000,1:34,2300000,2020,Drama
1236,Duck Duck Goose,3500000,1:32,2300000,2018,"Adventure,Animation,Comedy"
1238,Genie,3500000,1:33,2300000,2023,"Comedy,Fantasy"
1256,The Adventures of Sharkboy and Lavagirl,3500000,1:33,2300000,2015,Comedy
1267,You Hurt My Feelings,3500000,1:33,2300000,2023,"Comedy,Drama,Romance"
1234,Dead Sea,3400000,1:28,2300000,2024,"Crime,Thriller"
1299,Straight Outta Compton,5500000,2:27,2200000,2015,"Biography,Drama,History"
1272,Bangkok Breaking: Heaven and Hell,5400000,2:27,2200000,2024,"Action,Crime,Drama"
1268,Aquaman,5200000,2:23,2200000,2018,"Action,Adventure,Fantasy"
1276,Divergent,5100000,2:20,2200000,2014,"Action,Adventure,Drama"
1285,Maharaja,5100000,2:21,2200000,2024,"Action,Crime,Drama"
1294,Random Hearts,4900000,2:13,2200000,1999,"Drama,Mystery,Romance"
1298,Spanglish,4700000,2:11,2200000,2004,"Comedy,Drama,Romance"
1311,Zom 100: Bucket List of the Dead,4700000,2:09,2200000,2023,"Action,Comedy,Fantasy"
1279,Indiana Jones and the Kingdom of the Crystal Skull,4600000,2:04,2200000,2008,"Action,Adventure"
1300,The Black Book,4600000,2:04,2200000,2023,Thriller
1301,The Forgotten Battle,4600000,2:07,2200000,2020,"Action,Adventure,War"
1270,Atonement,4500000,2:03,2200000,2007,"Drama,Mystery,Romance"
1280,Instructions Not Included,4500000,2:02,2200000,2013,"Comedy,Drama"
1290,Oblivion,4500000,2:05,2200000,2013,"Action,Adventure,Sci-Fi"
1308,Unfaithful,4500000,2:04,2200000,2002,"Drama,Romance,Thriller"
1286,Mending the Line,4400000,2:02,2200000,2022,Drama
1303,The Takedown,4400000,2:01,2200000,2022,"Action,Comedy,Crime"
1269,Arrival,4300000,1:57,2200000,2016,"Drama,Mystery,Sci-Fi"
1274,Black Crab,4300000,1:55,2200000,2022,"Action,Adventure,Drama"
1277,Elite Squad,4300000,1:55,2200000,2007,"Action,Crime,Drama"
1288,News of the World,4300000,2:00,2200000,2020,"Action,Adventure,Drama"
37,Tòkunbò,4200000,1:53,2200000,2024,"Action,Crime,Drama"
1278,"Extremely Wicked, Shockingly Evil and Vile",4100000,1:50,2200000,2019,"Biography,Crime,Drama"
1287,My Annoying Brother,4100000,1:54,2200000,2024,"Comedy,Drama,Sport"
1289,Night Teeth,4000000,1:49,2200000,2021,"Action,Crime,Drama"
1291,"Paul, Apostle of Christ",4000000,1:48,2200000,2018,"Adventure,Biography,Drama"
1309,Upon Open Sky,4000000,1:50,2200000,2023,"Crime,Drama"
1312,xXx: Return of Xander Cage,4000000,1:48,2200000,2017,"Action,Adventure,Thriller"
1275,DC League of Super-Pets,3900000,1:45,2200000,2022,"Action,Adventure,Animation"
36,Amar te duele,3800000,1:45,2200000,2002,"Drama,Romance"
1292,Pokémon: Detective Pikachu,3800000,1:45,2200000,2019,"Adventure,Comedy,Family"
1282,Les Segpa au ski,3700000,1:41,2200000,2023,Comedy
1271,Baby Mama,3600000,1:39,2200000,2008,"Comedy,Romance"
1302,The Greatest Night in Pop,3600000,1:37,2200000,2024,"Documentary,Music"
1284,Love in Taipei,3500000,1:36,2200000,2023,"Comedy,Romance"
1296,Safe,3400000,1:34,2200000,2012,"Action,Crime,Thriller"
1307,Underworld: Rise of the Lycans,3400000,1:32,2200000,2009,"Action,Fantasy,Thriller"
1293,Project X,3300000,1:28,2200000,2012,"Comedy,Thriller"
1297,Sniper: Reloaded,3300000,1:31,2200000,2011,"Action,Drama,Thriller"
1306,A Movie of Eggs,3300000,1:30,2200000,2005,"Animation,Comedy,Family"
1273,Benji,3200000,1:27,2200000,2018,"Crime,Drama,Family"
1295,Rise of the Teenage Mutant Ninja Turtles: The Movie,3200000,1:26,2200000,2022,"Action,Adventure,Animation"
1305,Umjolo: Day Ones,3200000,1:27,2200000,2024,"Drama,Romance"
1310,Vicky and Her Mystery,3100000,1:24,2200000,2021,"Adventure,Drama,Family"
1281,Ivy + Bean: Doomed to Dance,2100000,0:57,2200000,2022,"Comedy,Family"
1349,Rebel Moon - Part One: A Child of Fire,7200000,3:24,2100000,2023,"Action,Adventure,Drama"
1344,Meiyazhagan,5600000,2:38,2100000,2024,"Drama,Family"
1316,Bajrangi Bhaijaan,5500000,2:39,2100000,2015,"Action,Adventure,Comedy"
1338,Inception,5300000,2:28,2100000,2010,"Action,Adventure,Sci-Fi"
1357,The Da Vinci Code,5100000,2:29,2100000,2006,"Mystery,Thriller"
1351,Rurouni Kenshin: Final Chapter Part II - The Beginning,4900000,2:18,2100000,2021,"Action,Adventure,Drama"
1315,Apollo 13,4800000,2:20,2100000,1995,"Adventure,Drama,History"
1324,Eat Pray Love,4800000,2:20,2100000,2010,"Biography,Comedy,Drama"
1319,Carter,4600000,2:14,2100000,2022,"Action,Thriller"
1330,Hit: The First Case,4600000,2:12,2100000,2022,"Crime,Drama,Mystery"
1313,12 Strong,4500000,2:10,2100000,2018,"Action,Drama,History"
1342,Mad,4400000,2:04,2100000,2023,Comedy
1332,Hitch,4200000,1:58,2100000,2005,"Comedy,Romance"
1347,Paycheck,4100000,2:00,2100000,2003,"Action,Mystery,Sci-Fi"
1369,Tin & Tina,4100000,2:00,2100000,2023,"Horror,Mystery,Thriller"
1359,The Dig,4000000,1:53,2100000,2021,"Biography,Drama,History"
1362,The Rose of Versailles,4000000,1:54,2100000,2025,"Animation,Drama,History"
1318,Bird Box: Barcelona,3900000,1:52,2100000,2023,"Horror,Mystery,Sci-Fi"
1336,I Am Mother,3900000,1:54,2100000,2019,"Drama,Mystery,Sci-Fi"
1323,Dumb and Dumber To,3800000,1:49,2100000,2014,Comedy
1337,Incantation,3800000,1:51,2100000,2022,"Horror,Mystery"
1371,True Spirit,3800000,1:50,2100000,2023,"Adventure,Biography,Drama"
1340,Life of the Party,3700000,1:45,2100000,2018,Comedy
1355,Takers,3700000,1:47,2100000,2010,"Action,Crime,Drama"
1365,The Stronghold,3700000,1:45,2100000,2020,"Action,Crime,Drama"
1317,Bila Esok Ibu Tiada,3600000,1:44,2100000,2024,"Drama,Family"
1325,Ex Ex Lovers,3600000,1:44,2100000,2025,"Comedy,Romance"
1339,Life,3600000,1:44,2100000,2017,"Horror,Sci-Fi,Thriller"
1320,Death Note,3500000,1:40,2100000,2017,"Crime,Drama,Fantasy"
1322,Dongeng Sang Kancil,3500000,1:39,2100000,2024,"Adventure,Animation,Comedy"
1328,Green Bones,3500000,1:40,2100000,2024,"Crime,Drama,Thriller"
1329,Guna guna istri muda,3500000,1:38,2100000,2024,"Drama,Horror,Thriller"
1343,Mari(dos),3500000,1:38,2100000,2023,Comedy
1356,The Beast,3500000,1:40,2100000,2020,"Action,Crime,Drama"
1358,The Demon's Bride,3500000,1:42,2100000,2025,"Horror,Thriller"
1360,The Mask,3500000,1:41,2100000,1994,"Comedy,Crime,Fantasy"
1370,True Memoirs of an International Assassin,3500000,1:38,2100000,2016,"Action,Comedy,Crime"
1314,Abominable,3400000,1:37,2100000,2019,"Adventure,Animation,Comedy"
1327,Going in Style,3400000,1:36,2100000,2017,"Comedy,Crime"
1341,Lolo and the Kid,3400000,1:37,2100000,2024,Drama
1345,Men in Black,3400000,1:38,2100000,1997,"Action,Adventure,Comedy"
1346,Paddington,3400000,1:35,2100000,2014,"Adventure,Comedy,Family"
1366,The Volcano: Rescue from Whakaari,3400000,1:39,2100000,2022,Documentary
1321,Dominion of Darkness,3300000,1:36,2100000,2024,Horror
1331,Hancock,3300000,1:33,2100000,2008,"Action,Comedy,Drama"
1333,Hop,3300000,1:35,2100000,2011,"Adventure,Animation,Comedy"
1334,Hush,3300000,1:36,2100000,1998,"Drama,Thriller"
1350,Resident Evil: Retribution,3300000,1:36,2100000,2012,"Action,Horror,Sci-Fi"
1353,Stand by Me Doraemon,3300000,1:36,2100000,2014,"Animation,Comedy,Drama"
1326,Final Destination 5,3200000,1:32,2100000,2011,"Horror,Thriller"
1363,The Ruins,3200000,1:31,2100000,2008,"Adventure,Horror,Thriller"
1335,Hypnotic,3100000,1:30,2100000,2021,"Horror,Mystery,Thriller"
1348,Priest,3100000,1:28,2100000,2011,"Action,Fantasy,Horror"
1352,S.W.A.T.: Firefight,3100000,1:29,2100000,2011,"Action,Crime,Thriller"
1361,The Merry Gentlemen,3100000,1:28,2100000,2024,"Comedy,Musical,Romance"
1367,Till Death,3100000,1:30,2100000,2021,"Horror,Thriller"
1368,Time Trap,3100000,1:28,2100000,2017,"Action,Adventure,Mystery"
1354,Shark Bait,3000000,1:25,2100000,2022,"Horror,Thriller"
1372,Umjolo: There Is No Cure,2800000,1:19,2100000,2025,"Comedy,Drama,Romance"
1364,The Soccer Football Movie,2600000,1:13,2100000,2022,"Animation,Comedy,Family"
1414,The Batman,6000000,2:56,2000000,2022,"Action,Crime,Drama"
1410,Rebel Moon - Part Two: The Scargiver,5900000,2:53,2000000,2024,"Action,Adventure,Drama"
1411,Saving Private Ryan,5600000,2:50,2000000,1998,"Drama,War"
1378,Bade Miyan Chote Miyan,5300000,2:43,2000000,2024,"Action,Adventure,Sci-Fi"
1403,Memoirs of a Geisha,4800000,2:25,2000000,2005,"Drama,Romance"
1427,Warrior,4700000,2:20,2000000,2011,"Action,Drama,Sport"
1425,Van Helsing,4400000,2:12,2000000,2004,"Action,Adventure,Fantasy"
1388,Gatao: Like Father Like Son,4300000,2:11,2000000,2024,"Action,Crime,Drama"
1395,Inferno,4100000,2:02,2000000,2016,"Action,Adventure,Crime"
1421,The Pledge,4100000,2:03,2000000,2001,"Crime,Drama,Mystery"
1393,Hopeless,4000000,1:59,2000000,2023,"Crime,Drama"
1409,Rebecca,4000000,2:03,2000000,2020,"Drama,Mystery,Romance"
1407,Paradise,3900000,1:59,2000000,2023,"Action,Sci-Fi,Thriller"
1413,Teenage Mutant Ninja Turtles 2,3800000,1:53,2000000,2027,"Action,Adventure,Animation"
1415,The Boy with Pink Trousers,3800000,1:54,2000000,2024,Drama
1383,Detective Conan: Black Iron Submarine,3700000,1:49,2000000,2023,"Action,Adventure,Animation"
1428,White Boy Rick,3700000,1:51,2000000,2018,"Crime,Drama"
1380,Fantasy Island,3600000,1:49,2000000,2020,"Fantasy,Horror,Mystery"
1386,Faraway,3600000,1:49,2000000,2023,"Comedy,Drama,Romance"
1387,Freelance,3600000,1:49,2000000,2023,"Action,Comedy"
1391,Happiness for Beginners,3600000,1:46,2000000,2023,"Comedy,Drama,Romance"
1394,In Good Hands,3600000,1:46,2000000,2022,"Comedy,Drama,Romance"
1405,Old,3600000,1:48,2000000,2021,"Drama,Mystery,Thriller"
1416,The Buckingham Murders,3600000,1:47,2000000,2023,"Crime,Drama,Mystery"
1402,Meet Me Next Christmas,3500000,1:46,2000000,2024,"Comedy,Romance"
1404,Men In Black 3,3500000,1:46,2000000,2014,Comedy
1406,On the Line,3500000,1:44,2000000,2022,Thriller
1418,The Deceased,3500000,1:43,2000000,2025,"Horror,Thriller"
1374,1922,3400000,1:43,2000000,2017,"Crime,Drama,Horror"
1392,Hard Feelings,3400000,1:43,2000000,2023,Comedy
1408,Pearl,3400000,1:43,2000000,2022,"Drama,Horror,Thriller"
1417,The Conference,3400000,1:40,2000000,2023,"Comedy,Horror,Mystery"
1423,The Wedding Planner,3400000,1:44,2000000,2001,"Comedy,Romance"
1424,Upgrade,3400000,1:40,2000000,2018,"Action,Sci-Fi,Thriller"
1375,2 Hearts,3300000,1:41,2000000,2020,"Drama,Romance"
1377,Apollo 13: Survival,3300000,1:38,2000000,2024,"Documentary,History"
1389,Girl Haunts Boy,3300000,1:41,2000000,2024,"Comedy,Family,Fantasy"
1390,Half Past Dead,3300000,1:39,2000000,2002,"Action,Crime,Thriller"
1399,Life of a King,3300000,1:41,2000000,2013,Drama
1400,Lost in Starlight,3300000,1:38,2000000,2025,"Animation,Comedy,Drama"
1412,Seal Team,3300000,1:41,2000000,2021,"Action,Animation,Comedy"
1396,Infiesto,3200000,1:37,2000000,2023,"Action,Adventure,Crime"
